Date,Emerging Markets Equal Weighted Currency Index,Emerging Markets Equal Weighted Index Equity Index (Local Currency),MSCI Emerging Markets Equity Index (USD),S&P 500,Dax,MSCI Europe Financials Index,J.P. Morgan Emerging Markets Bond Index , IBoxx US Investment Grade Corporate Bond Index , IBoxx US High Yield Corporate Bond Index,Emerging Markets -US 10 Year Bond  Average Spread,US 10 Year Treasury Yield,Crude Oil WTI,Gold ,London Metal Exchange Index,US Dollar Index
1/22/2014,-0.008376535,0.003578411,-0.001325925,-0.001810921,-0.001405179,-0.019300466,-0.002601408,0.00169332,0.002402031,0.008676424,-0.008932289,0.027265904,0.000623247,-0.003914293,0.00169157
1/28/2014,-0.003508653,-0.028808317,-0.042835309,-0.028478532,-0.032253432,-0.022896079,-0.006601144,0.003394345,-0.005295627,0.078168365,-0.040154118,0.007081578,0.009615989,-0.022353503,-0.007512826
2/3/2014,-0.011353112,-0.008976745,-0.007628147,-0.028195767,-0.023465407,-0.041522696,-0.007184535,0.00852259,-0.000600769,0.083950089,-0.063590107,-0.010076492,0.007628063,-0.021159327,0.005377431
2/7/2014,0.011736485,0.012713798,0.011480455,0.03159417,0.012527058,0.041259984,0.014369636,-0.002506914,0.003000146,-0.062553777,0.041519858,0.035868849,0.002258422,0.018286014,-0.003898792
2/13/2014,0.003497668,0.007390888,0.009622764,0.018285946,0.03175052,0.022617186,-0.00129998,0.001987837,0.005209708,-0.013823165,0.018683729,0.004699431,0.029292684,0.000886795,-0.004599849
2/20/2014,-0.000921175,0.007891948,0.005300909,0.005463523,0.002170019,0.00645177,0.001698546,-0.001011115,0.005009057,-0.002548382,0.006554685,0.025555353,0.01276178,0.010789692,-0.000306689
2/26/2014,0.000489515,-0.006318181,0.005971368,0.002982645,0.004479371,-0.000748411,0.011241065,0.009730741,0.006013413,0.01177568,-0.031323361,-0.003112652,0.008496383,-0.008199204,0.001794594
3/4/2014,0.002474327,0.002879747,1.86412E-05,0.015560565,-0.007561514,0.001498942,0.006270994,0.000286449,0.00190082,-0.011369837,0.013083492,0.007151324,0.007219009,0.006827299,-0.003235906
3/10/2014,0.002478568,-0.00554782,-0.000950498,0.00159958,-0.033678284,-0.000634043,-0.003300345,-0.008678043,-0.003596431,-0.02369253,0.028862318,-0.021387685,0.002710809,-0.036026631,-0.004904418
3/14/2014,9.04308E-05,-0.011179616,-0.017924898,-0.019199305,-0.022520097,-0.030892469,-0.00060004,0.006613049,-0.00189987,0.042733635,-0.044122239,-0.02214735,0.028112441,-0.018844089,-0.003995571
3/20/2014,-0.003903201,0.014112653,0.003384663,0.016730216,0.026418572,0.011727601,0.000592952,-0.005397706,0.001795514,-0.027735921,0.044045565,0.005379161,-0.03514677,-0.006075551,0.009312609
3/26/2014,0.007116956,0.01507352,0.029710885,-0.010396107,0.016382144,0.003760572,0.010437635,0.009532125,0.0028018,0.003802479,-0.028488047,0.008367458,-0.020391462,0.008883444,-0.002001528
4/1/2014,0.008425322,0.019330141,0.033917784,0.017686809,0.016412575,0.026353453,0.009121698,-0.001805073,0.00150041,-0.03979842,0.022544543,-0.005112355,-0.018290139,0.019711606,0.000798909
4/7/2014,0.00098856,0.005494471,0.004387696,-0.021409813,-0.009664322,-0.005070441,0.003087448,0.006904092,0.00160065,0.008961846,-0.019682632,0.007041775,0.014341287,0.007600299,0.001692292
4/11/2014,0.004896408,-0.000707037,0.011289606,-0.015905242,-0.020612383,-0.014091157,0.007110741,0.0057044,-0.000502171,0.005533949,-0.02712854,0.032850621,0.01592631,0.015351211,-0.009777007
4/17/2014,-0.002607346,0.002676404,-0.005780919,0.027149845,0.010219318,0.006064065,-0.001704627,-0.004700726,0.00070002,-0.025880298,0.035427868,0.005392304,-0.019177551,0.001718835,0.004804911
4/24/2014,-0.004693861,-0.003207215,-0.004305408,0.007407853,0.014789981,0.01106739,-0.00070075,0.004103491,0.00170102,0.011119763,-0.014330185,-0.022708128,-0.002238521,0.013830526,-0.000401479
4/30/2014,0.003000987,-0.002133624,-0.008461636,0.002849987,0.005777781,0.004002057,0.003496668,0.001395874,0.00120033,-0.001578787,-0.013439778,-0.021481703,0.003973382,-0.022220088,-0.004202281
5/6/2014,0.004302417,0.002490512,0.009004176,-0.008507007,-0.014136319,-0.000913811,0.006714562,0.006304085,0.00160093,-0.001363724,-0.02007009,-0.002411932,0.009875615,0.006787784,-0.004701858
5/12/2014,0.002097686,0.010841679,0.012122059,0.015453723,0.024762816,-0.001721284,0.007799638,-0.003301215,0.002702691,-0.036897558,0.026189044,0.010943591,-0.009787754,0.026137433,0.010225939
5/16/2014,0.000492388,0.003989827,0.016152892,-0.01001199,-0.007541227,-0.014543241,0.004300485,0.01043113,0.00119981,0.02450487,-0.051850398,0.014168397,-0.00177904,-0.011968558,0.00169601
5/22/2014,0.001893111,0.004995449,0.009276617,0.007766078,0.009516589,0.005191141,0.000797469,-0.005093647,0.00049957,-0.021834274,0.012299494,0.016790997,0.001273516,0.008367297,0.002600839
5/29/2014,-0.002404593,0.004098763,-0.001456866,0.014563168,0.022380443,0.018682223,0.013056971,0.008812985,0.00250192,0.019035551,-0.032877798,-0.001544466,-0.029774197,0.002458328,0.002898485
6/4/2014,-0.006488297,0.003081014,-0.006864015,0.00400425,-0.001304533,-0.001418376,-0.00588796,-0.010861772,0.00100007,-0.032689847,0.055039633,-0.008999213,-0.009690345,-0.009615846,0.002193926
6/10/2014,0.005198798,0.015181514,0.026139228,0.011837509,0.01023767,0.017806955,0.008495165,0.000695941,0.004306805,-0.047442827,0.013052689,0.016590151,0.012640115,-0.002801489,0.001988661
6/16/2014,-0.004197223,-0.00568839,-0.009174536,-0.006713939,-0.014434386,-0.018385802,-0.007884491,0.004100188,0.00120047,0.023618413,-0.016317352,0.024483018,0.012019259,-0.006903099,-0.004394362
6/20/2014,0.000883175,-0.001402438,-0.001535301,0.012948923,0.010417872,-0.004378997,0.002694704,-0.001207564,0.002802451,-2.95358E-05,0.004309953,0.003245864,0.032494721,0.016996851,-0.00120676
6/26/2014,0.002801469,-0.002809087,0.003460092,-0.002829249,-0.018299702,-0.025459836,0.006815965,0.007822589,0.0003994,0.010149835,-0.029151048,-0.013293031,-1.45077E-05,0.014868536,-0.001900139
7/2/2014,0.001098639,0.006104806,0.014547134,0.008915031,0.010830622,0.019186429,-0.00169931,-0.007685357,-0.00040001,-0.036529214,0.037925783,-0.012857028,0.128169438,0.024081584,-0.003204377
7/9/2014,0.004102945,-0.003005334,0.001590018,-0.000857489,-0.010489534,-0.021703583,0.005607187,0.003393836,-0.00030034,0.025069034,-0.027406145,-0.020956861,-0.003431983,-6.30915E-05,0.000292233
7/15/2014,-0.004894009,0.007314146,0.006393824,0.000277196,-0.009069408,-0.008694684,-0.001800249,0.00299836,-0.002599678,-0.001610047,-0.001538524,-0.022713568,-0.019221512,0.002691313,0.005007513
7/21/2014,-0.000612256,-0.002206031,-0.001905893,0.000265735,-0.011066863,-0.006240382,0.000793571,0.004197792,-0.005689815,0.018304777,-0.032465052,0.046375367,0.012588403,-0.002399524,0.002099609
7/25/2014,0.000995247,0.006810276,0.01463935,0.002477305,0.003396742,0.021501686,0.005300126,0.00109149,0.002401209,-0.004237806,-0.000789039,-0.02384237,-0.006275365,0.010640668,0.005810877
7/31/2014,-0.010262207,-0.006992192,-0.011605804,-0.024019735,-0.02453233,-0.019850631,-0.00550415,-0.006201025,-0.009675359,0.008262277,0.038465442,-0.038324069,-0.012775325,-0.005500107,0.005307902
8/6/2014,-0.004696407,-0.00272928,-0.008151569,-0.005462387,-0.029526439,-0.027454585,-0.010270309,0.003202951,-0.002735121,0.061626279,-0.036224987,-0.012785462,0.014829966,-0.008115763,-0.000203041
8/12/2014,0.001189761,0.00174386,0.007682152,0.007038097,-0.006685392,0.002547421,0.002095102,0.001094737,0.006914849,-0.013430792,-0.008119139,0.004660803,0.001696091,0.001488033,0.000699239
8/18/2014,0.002599149,0.010640596,0.012349722,0.019520593,0.019436758,0.016233117,0.009933304,0.005189573,0.008324531,-0.010909893,-0.022429671,-0.009884995,-0.008497659,-0.010958024,0.000995565
8/22/2014,-0.00499816,0.006808939,0.005787298,0.008413418,0.010138196,0.004050013,0.000595772,0.002492539,0.00230098,-0.002393637,0.003812631,-0.028674196,-0.012919679,0.021324291,0.009324012
8/28/2014,-0.001408005,0.002376608,0.004069507,0.004195241,0.013222791,0.010279734,0.006007667,0.005710948,0.00090004,0.004213192,-0.026946166,0.009600485,0.006699951,-0.010290953,0.001693507
9/4/2014,-0.005008562,0.01638479,0.012591351,0.000493117,0.027739476,0.015116474,-0.000610596,-0.008288557,-0.00229889,-0.052679729,0.049214083,-0.001102633,-0.014818147,0.006343859,0.01625299
9/10/2014,-0.007388779,-0.006288852,-0.022437637,-0.001044409,-0.002612477,-0.01684026,-0.00748035,-0.006884304,-0.007681264,0.003322615,0.036629569,-0.029426166,-0.014347742,-0.019800612,0.005497036
9/16/2014,-0.0037994,-0.006287939,-0.01897188,0.00165466,-0.006889324,-0.005796672,-0.006593228,-0.005104969,-0.003695382,-0.005378902,0.020108186,0.035058607,-0.006408926,-0.003324485,-0.002599549
9/22/2014,-0.007781203,-0.000422459,-0.012948791,-0.002342359,0.01205607,0.01254675,0.001595727,0.004295436,0.004105182,0.005672417,-0.010829298,-0.035346673,-0.013456028,-0.026004684,0.00811564
9/26/2014,-0.006595218,-0.008580954,-0.015452395,-0.005799689,-0.026421762,-0.017634668,-0.000606118,-0.00191474,-0.015411988,0.013287659,-0.014865895,0.021984594,-0.00281022,-0.004143438,0.010528727
10/2/2014,-0.002608223,-0.015923144,-0.030477991,-0.018423132,-0.030997821,-0.041108036,-0.004905938,0.007611954,0.004897773,0.042940333,-0.036355449,-0.027070503,-0.001619113,-0.020986451,-0.000517745
10/8/2014,0.001669618,-0.00045694,0.006549441,0.011738295,-0.021800899,0.001205449,0.003000796,0.008418388,0.003387613,0.014099816,-0.048402789,-0.04066055,-0.017521714,0.013070756,-0.003526465
10/14/2014,-0.002919997,-0.010242928,-0.006595083,-0.046411273,-0.018818734,-0.021373959,0.001088837,0.005005719,-0.011165262,0.001054286,-0.052148524,-0.062581017,0.011265044,0.01252259,0.00618968
10/20/2014,0.002297403,-0.004370432,-0.010200483,0.013939623,-0.012136954,-0.010051179,0.005400618,0.000914679,0.01104337,-0.003806722,-0.001890223,0.010592906,0.003692285,-0.026857038,-0.010085634
10/24/2014,-0.003897966,0.006108901,0.002971562,0.031881156,0.030972968,0.035160148,0.00149942,-0.004703032,0.009721093,-0.031268931,0.033385222,-0.02065097,-0.00685747,0.011187976,0.009218813
10/30/2014,0.002487171,0.011943078,0.023759845,0.015223214,0.014074459,-0.010705811,0.005207783,-0.003100986,0.00069949,-0.013278562,0.018444472,0.001455231,-0.023711924,0.019855057,0.004784751
11/5/2014,-0.016419633,0.008647415,-0.00895366,0.014516321,0.022065639,0.009165174,-0.004195391,-0.003495772,-0.00270016,-0.023661436,0.016432537,-0.030097165,-0.041481527,-0.012112615,0.014939799
11/11/2014,-0.004018905,-0.000112141,-0.004580956,0.007918903,0.005730362,-0.010073794,-0.002299489,-0.001108224,0.00110026,0.001960509,0.010615435,-0.009400858,0.013435018,0.00765353,0.000963652
11/17/2014,-0.003895701,-0.002300318,-0.007891713,0.00069961,-0.006647504,-0.00210181,-0.00199925,-0.000804232,-0.004592934,0.007363532,-0.013087319,-0.029597192,0.014418261,-0.002451045,0.004591801
11/21/2014,0.003196776,0.014167107,0.018868037,0.010828652,0.04574784,0.014422561,0.006713661,0.00189024,-0.001915052,-0.014105034,-0.011929821,0.011508293,0.009381507,0.012936114,0.004267054
11/28/2014,-0.010898246,0.005108996,0.000543311,0.001990017,0.02543737,0.026031609,0.002702301,0.012658709,-0.002306553,0.014552624,-0.060166944,-0.135351136,-0.018683076,-0.040363825,0.000652296
12/4/2014,-0.009480978,-0.002428191,-0.01773514,0.002150769,-0.013001696,-0.014586199,-0.005408062,-0.007992341,-0.007291232,0.01974474,0.028948448,0.010001297,0.025491769,0.013466068,0.003955034
12/10/2014,-0.006791227,-0.016528238,-0.028519576,-0.022115982,-0.005340909,-0.011650043,-0.021922898,0.004295227,-0.013444188,0.078555472,-0.028186417,-0.087852668,0.016002211,-0.016671058,-0.004737664
12/16/2014,-0.017804924,-0.033184169,-0.050723367,-0.026345742,-0.024174633,-0.027702475,-0.035062016,0.000291193,-0.021234034,0.129618353,-0.05138777,-0.082166191,-0.032332077,-0.016586608,-0.001721804
12/22/2014,0.00963347,0.035324411,0.05247551,0.053684937,0.031568154,0.014402542,0.040242879,0.001086745,0.02984947,-0.104192758,0.046087541,-0.011987174,-0.009530905,-0.007176269,0.018696214
12/29/2014,-0.007490261,0.001693804,0.002755776,0.005809524,0.00620285,-0.000302549,0.00049943,-0.001217802,0.003203712,-0.011613714,0.022271011,-0.029868651,0.002487382,-0.011560392,0.004703555
1/5/2015,-0.011786825,-0.009598843,-0.018631843,-0.033462342,-0.045759932,-0.051022696,-0.007695239,0.012350447,-0.0022988,0.040214121,-0.07700972,-0.066615793,0.015963589,-0.014494142,0.013233893
1/9/2015,0.004491251,0.009368734,0.021914497,0.011970679,0.01851746,-0.019552306,0.003664148,0.003985244,0.00428387,-0.0144039,-0.04128631,-0.033593595,0.002950665,-0.005024091,0.006083816
1/15/2015,-0.006794457,-0.00582115,-0.001346636,-0.025465966,0.039829688,0.006462076,0.004897894,0.009423922,-0.00230021,0.045594329,-0.113819185,-0.043708524,0.026930278,-0.052794956,0.004500067
1/22/2015,0.001289715,0.024080276,0.024574592,0.035291485,0.040161979,0.04107102,-0.000403401,-0.005496222,0.001897606,-0.078723245,0.083376424,0.001378482,0.027657101,0.02117013,0.018673151
1/28/2015,-0.005711049,0.00358534,0.001356439,-0.029555533,0.026485463,-0.011608606,0.0078858,0.013243465,0.005209016,0.018494797,-0.081667182,-0.040181026,-0.01667598,-0.018869094,0.004137371
2/3/2015,0.005136749,0.001550688,-0.007896119,0.023863738,0.016732666,0.023394473,0.00671416,-0.001937225,0.00380169,-0.036911867,0.046036256,0.193490078,-0.025459113,0.025121097,-0.009213292
2/9/2015,-0.007444063,0.002898467,-0.003727414,-0.001574925,-0.020840761,-0.015984139,-0.003600797,-0.008392411,0.007720712,-0.012937434,0.100088309,-0.003573565,-0.007802823,-0.0071117,0.009121848
2/13/2015,0.001859915,0.014740938,0.014692671,0.024586371,0.028123864,0.032275893,0.00055036,-0.00459459,0.001499809,-0.027242491,0.034907661,-0.001478727,-0.011113852,-0.002015398,-0.002649735
2/20/2015,-0.002502327,0.002197528,-0.002106166,0.006299299,0.007877155,0.015048563,-0.002799468,-0.002444519,0.003403832,0.001623979,0.033166553,-0.046248572,-0.01685947,-0.0203264,0.001496487
2/26/2015,-0.002927497,0.00380336,0.009622544,0.000194615,0.025004857,0.002785451,0.009124432,0.010218782,0.005811338,0.019225483,-0.039719592,-0.043084936,0.002253004,0.023669146,0.010077109
3/4/2015,-0.010168667,-0.008574003,-0.017309543,-0.005825866,0.005680884,-0.009636065,-0.00199974,-0.008575268,-0.002900217,-0.006252077,0.043387546,0.069819014,-0.004203092,-0.010218104,0.007205203
3/10/2015,-0.021748417,-0.014934996,-0.033055674,-0.026011954,0.009659339,-0.028659485,-0.012549079,-0.00134936,-0.007880524,0.053702088,0.000947215,-0.062841898,-0.033167052,-0.010630352,0.027731296
3/16/2015,-0.004352697,0.003181986,-0.003257404,0.018071834,0.058092087,0.014969926,-0.004711703,-0.000408003,-0.003599326,0.020190917,-0.02219303,-0.091401105,-0.007105391,0.004991231,0.010004758
3/20/2015,0.015351662,0.018322407,0.030844609,0.012951574,-0.010546441,0.038187235,0.014557554,0.0120386,0.001487395,0.002872832,-0.068478135,0.041826864,0.020576814,0.02697404,-0.016927645
3/26/2015,0.007657589,-0.005909734,-0.006704084,-0.024622439,-0.016250551,-0.001479594,0.005197126,-0.005017837,0.003101918,-0.030554639,0.033049275,0.124894095,0.017606365,0.009455095,-0.004943199
4/1/2015,-0.000519648,0.013737113,0.021601705,0.00167774,0.013266064,0.000621688,0.007910855,0.011038797,0.00190039,0.039720553,-0.06862921,-0.026115241,-0.002237364,-0.019178055,0.007795289
4/8/2015,0.012632115,0.015876458,0.038996031,0.010723446,0.002890422,0.014542582,0.010338281,0.00159357,0.008223536,-0.037429008,0.025304958,0.00655709,-0.002429377,-0.00103667,-0.002607355
4/14/2015,-0.006424336,0.010421478,0.01574416,0.006686798,0.015877305,-0.000710389,0.002902751,0.000480787,0.00119969,-0.001096399,-0.003027754,0.056830643,-0.010157603,-0.002552965,0.008123569
4/20/2015,0.001875347,0.000271249,-0.002582232,0.002082492,-0.027389095,-0.01000839,-0.004593833,-0.00131061,0.002100139,0.020988211,-0.007379623,0.058062761,0.000942277,0.002684638,-0.008127933
4/24/2015,0.007311392,0.014667308,0.026150258,0.008314774,-0.006803846,0.013230497,0.007922015,-0.002804209,0.00050003,0.001902823,0.014934131,0.013619889,-0.014946418,0.015124794,-0.010374968
4/30/2015,0.007599119,-0.012955098,-0.011729531,-0.015056061,-0.030226826,0.009339396,-0.006587674,-0.014636703,-0.001899619,-0.026786102,0.063279983,0.043300667,0.010113592,0.050558356,-0.023898684
5/6/2015,0.000875223,-0.000434718,-0.006805942,-0.002640011,-0.009083563,-0.005685788,-0.004293903,-0.012546442,-0.001301699,-0.035832333,0.106642725,0.02185287,0.010863483,0.002932034,-0.005377838
5/12/2015,-0.005423073,4.9383E-05,-0.010726016,0.009227536,0.010845939,0.016159279,-0.00462702,-0.002635355,-0.002010927,0.025273143,-0.002236645,-0.003088182,0.00023578,0.000402664,0.004576717
5/18/2015,0.008382117,0.003600492,0.011826202,0.014339073,0.010703297,0.017205857,0.005301971,0.003447914,0.003905213,-0.024581517,-0.005712142,-0.021735939,0.027048305,-0.021053091,-0.003215201
5/22/2015,-0.011561541,-0.000403269,-0.002724028,-0.001404662,0.019023776,-0.003145981,0.002187309,-0.002309454,-0.00090059,-0.00260387,-0.008504507,0.004823212,-0.016588418,-0.035405408,0.019991789
5/29/2015,-0.010999553,-0.015227155,-0.031821674,-0.0087775,-0.033912044,-0.028544598,-0.003795521,0.007709531,0.0013005,0.037836657,-0.041600815,0.009692862,-0.013307364,-0.017639076,0.008349561
6/4/2015,-0.00393302,-0.005592572,-0.01502421,-0.005427316,-0.006480915,0.020230159,-0.009665265,-0.014467298,-0.004992233,0.000696345,0.087632264,-0.038147796,-0.008332328,-0.009634435,-0.014936412
6/10/2015,0.004366797,-0.003052007,-0.010023715,0.004416015,-0.006628518,-0.003096591,-0.011748887,-0.012654568,-0.006985458,-0.037005018,0.07664875,0.0591504,0.014743374,0.015280691,-0.008574078
6/16/2015,-0.002500546,-0.006510385,-0.012282158,-0.004243824,-0.019591468,-0.022375478,-0.0029143,0.008815111,-0.002502223,0.070949563,-0.07117993,-0.023619004,-0.007205583,-0.042016055,0.003697258
6/22/2015,0.007109485,0.006185807,0.023127374,0.01269662,0.037691217,0.044762676,0.01101729,-0.003629235,0.006214224,-0.041404286,0.028149351,-0.004825364,0.002129457,-0.012097055,-0.007109767
6/26/2015,-0.009470642,-0.003911977,-0.0049402,-0.010180113,0.002857516,-0.011879229,-0.002202166,-0.006897623,-0.003596121,-0.028899742,0.042015232,-0.00086457,-0.007197961,0.007823964,0.012098624
7/2/2015,-0.003706737,-0.006078753,-0.006874035,-0.011778955,-0.034281172,-0.034178723,0.001596284,0.005865326,-0.002911543,0.036145238,-0.035587383,-0.045287696,-0.009198684,0.002526724,0.006730875
7/9/2015,-0.008488567,-0.018705467,-0.052803138,-0.012293621,-0.009217563,-0.02209312,-0.000803426,0.005443938,-0.004097783,0.003272512,-0.028897319,-0.07288713,-0.005087425,-0.0205776,0.005171668
7/15/2015,0.000968292,0.019096291,0.02115522,0.027422745,0.049350742,0.052715079,-0.0007007,-0.005329184,0.004607766,-0.021110586,0.016874168,-0.025920196,-0.007030155,-0.002467808,0.005743873
7/21/2015,-0.003612843,0.004191286,0.00226087,0.005573448,0.005515239,0.006852426,-3.73143E-06,0.002096102,-0.006388014,-0.005000853,-0.010564656,-0.020352415,-0.037946577,-0.016055008,0.001559683
7/27/2015,-0.011459282,-0.02666302,-0.049977083,-0.024391338,-0.047116761,-0.022075144,-0.0063912,0.005208014,-0.010862882,0.057626516,-0.049274962,-0.058923195,-0.007602853,-0.038197458,-0.00850991
7/31/2015,-0.005202247,0.013755289,0.010645979,0.017445002,0.022775408,0.015542968,0.00862579,0.001891631,0.010229139,0.005508712,-0.013165958,-0.005741928,-0.006389073,0.002898481,0.008710814
8/6/2015,-0.009175197,-0.004824114,-0.018336404,-0.009694428,0.024390159,-0.004424952,-0.004993332,-0.003425382,-0.004694233,0.01287634,0.018356376,-0.052287298,-0.001323601,-0.01418253,0.005000351
8/12/2015,-0.002936972,-0.016655298,-0.025800927,0.001168365,-0.057004652,-0.017683327,0.0001996,0.002150246,-0.013336988,-0.000866734,-0.035512815,-0.03049802,0.026827384,-0.004180508,-0.016138142
8/18/2015,-0.010659037,-0.009203399,-0.015276016,0.005188122,-0.000847581,0.001675365,-0.003096771,-0.003112332,0.00249962,0.003055117,0.020460302,-0.01567533,-0.005620761,-0.023674386,0.008123328
8/24/2015,-0.010365111,-0.069107634,-0.089654358,-0.097221008,-0.116085269,-0.081367831,-0.015419843,0.004698633,-0.01751061,0.103198655,-0.082033973,-0.102787545,0.027486641,-0.025874857,-0.038193613
8/28/2015,0.003375569,0.047476943,0.062900877,0.050510284,0.067291237,0.030664406,0.01292678,-0.005621753,0.016087387,-0.067599264,0.085443463,0.182516751,-0.01675562,0.043933394,0.029807173
9/3/2015,-0.00788107,-0.000108868,-0.02231671,-0.018966381,0.001748554,-0.018325671,-0.001310278,0.002296366,0.001996868,0.034274936,-0.009613652,0.033848407,-0.012289375,0.016837887,0.00316636
9/10/2015,-0.000432826,-0.003088345,0.004470033,0.000660629,-0.010429774,0.003857702,0.001295758,0.000161429,0.00470154,-0.008267693,0.029577215,-0.017819845,-0.013068901,0.020263624,-0.009872489
9/16/2015,0.008718894,0.01007302,0.023452357,0.022001156,0.001641872,0.00508116,0.003603541,-0.004221523,-0.004097838,-0.019439073,0.030895545,0.026773508,0.007306724,-0.007520938,-0.000413226
9/22/2015,-0.014846413,-0.014470776,-0.01725832,-0.026368963,-0.064172615,-0.057866462,-0.001543379,0.014013887,-0.00927815,0.035994529,-0.071464125,-0.027914478,0.002929104,-0.04733198,0.009126949
9/28/2015,-0.007120316,-0.021542019,-0.032744857,-0.031439117,-0.009059728,-0.012011743,-0.016903614,-0.001412125,-0.020173361,0.023856766,-0.015930639,-0.030560724,0.004048923,-0.013865464,-0.002532647
10/2/2015,0.011137379,0.013965345,0.028929547,0.036983365,0.007242028,0.030262241,0.00870435,-0.001401249,-0.009874834,-0.015675335,-0.051015852,0.024952434,-0.000175793,0.017395799,-0.00212064
10/8/2015,0.023605282,0.031929888,0.05556247,0.031751403,0.046096297,0.043507898,0.013453875,0.002090483,0.026035862,-0.065441109,0.055712707,0.085495517,0.004881577,0.004901808,-0.005415328
10/14/2015,0.005223101,0.001118501,0.00129829,-0.009490077,-0.007732475,-0.009741682,0.003795179,0.009424978,0.005187361,0.046470536,-0.060403374,-0.056442577,0.028263676,0.034313274,-0.01464564
10/20/2015,-0.006516751,0.008919984,0.017989958,0.018446586,0.023330403,0.016312355,0.004687296,-0.004696056,0.006813072,-0.036708503,0.047548491,-0.023372834,-0.002168344,-0.020199841,0.010433018
10/26/2015,-0.006896386,0.009606111,0.003713854,0.01988,0.064335855,0.002985095,0.004601717,0.007585406,0.002195729,-0.007018602,-0.005297441,-0.034476584,-0.012272748,-0.012403782,0.020573873
10/30/2015,-0.003209122,-0.016014889,-0.022696866,0.003923577,0.004559187,-0.011487868,-0.00450061,-0.008198708,-0.001402039,-0.017427108,0.042720829,0.0593376,-0.02070072,-0.015585763,0.000941217
11/5/2015,-0.001026211,0.015151115,0.019255496,0.009968729,0.003407878,-0.017948379,0.004799797,-0.004295262,0.000689139,-0.030777977,0.041959069,-0.029951925,-0.029751215,-0.012132529,0.010216304
11/11/2015,-0.009410226,-0.012350337,-0.035474485,-0.011784647,0.001909543,-0.001222775,-0.009877112,-0.006003619,-0.010464177,-0.010139625,0.042538198,-0.050205126,-0.012780965,-0.008420129,0.01097049
11/17/2015,-0.007782105,-0.007838216,-0.011084178,-0.011802672,0.005840491,-0.01123089,0.001795043,0.0041039,-0.007801757,0.023111243,-0.027103696,-0.052673553,-0.016269405,-0.042901621,0.00619505
11/23/2015,0.003274524,0.010231831,0.020728477,0.017716765,0.010987003,-0.001983585,0.006009771,0.003398727,-0.00738396,0.001069577,-0.010979425,0.026568998,-0.001962599,-0.034451044,0.00176002
11/30/2015,-0.006216351,-0.021937952,-0.031671806,-0.002907283,0.026009996,0.005405313,-0.003197191,0.00200131,0.001397075,0.024502055,-0.015615402,-0.002346506,-0.000736526,0.022611579,0.003695983
12/4/2015,0.006486618,-0.008815418,-0.002442666,0.005384675,-0.055253687,-0.000979092,-0.007292279,-0.00250049,-0.000322285,-0.008389388,0.029510272,-0.040318344,0.017378094,0.012554415,-0.018155185
12/10/2015,-0.011074797,-0.013161982,-0.028547861,-0.018799317,-0.014197571,-0.023546343,-0.001711676,-0.000219592,-0.013544239,0.041701779,-0.017269626,-0.080255279,-0.011473831,-0.010354071,-0.00408433
12/16/2015,-0.001632951,0.004444584,0.001848932,0.010189524,-0.01218189,-0.005753113,-0.009795164,-0.008041956,-0.01350882,-0.005775105,0.02852819,-0.033736792,0.004546486,0.001337112,-0.000734324
12/22/2015,0.000779195,0.002703612,0.005687463,-0.016406641,0.001848348,0.001323115,0.001388553,0.001490599,-0.005908896,0.002351577,-0.026589703,0.017511334,-0.001227014,0.009829641,0.003782911
12/29/2015,0.001397588,0.011015483,0.008264322,0.019247142,0.035448088,0.024212428,0.003002841,-0.002816746,0.009426228,-0.026848639,0.031740921,0.047795934,-0.004849461,0.019339614,-0.001408272
1/5/2016,-0.013156424,-0.021291266,-0.038941296,-0.029642534,-0.050675918,-0.0528204,0.00219865,0.003099926,0.001185195,0.029683841,-0.029987945,-0.050204831,0.008925224,-0.027198995,0.013261489
1/11/2016,-0.011856917,-0.03361807,-0.058715744,-0.046037649,-0.04705633,-0.046038465,-0.006585681,0.003187441,-0.005004204,0.031420421,-0.028616143,-0.126782912,0.009279073,-0.042529505,-0.006833372
1/15/2016,-0.005511026,-0.011645527,-0.01957207,-0.02256421,-0.028489998,-0.031213752,-0.014131965,-0.000631463,-0.023714814,0.038170835,-0.063486206,-0.063454842,-0.009669726,-0.004534411,0.002397545
1/22/2016,0.003061857,0.003118818,0.002080878,0.014112778,0.0229965,-0.011457699,0.007077127,-0.006188834,0.00250444,-0.006360527,0.009743361,0.094184117,0.00448469,0.023087951,0.006105009
1/28/2016,0.006484254,0.011311681,0.016449188,-0.007170519,-0.012781153,-0.020412933,0.008921058,0.000597269,0.010338903,0.008815022,-0.036487041,0.031970548,0.018646072,0.02082615,-0.010564248
2/3/2016,0.00865374,0.001604789,-0.000608427,0.010260155,-0.021295497,-0.033818597,-0.00031172,0.001368857,-0.006908025,-0.002449845,-0.050098689,-0.028337377,0.018246589,0.02521086,-0.012333996
2/9/2016,0.001858848,-0.000180503,0.011518888,-0.031664266,-0.058794741,-0.050624593,-0.004409589,0.003183077,-0.022271585,0.041625361,-0.080584144,-0.134354129,0.045678182,-0.021421689,-0.012498122
2/16/2016,-0.003515227,0.005378054,0.002210313,0.023370277,0.02878169,0.035965756,0.004395414,-0.005812367,0.006262072,-0.020266234,0.02773595,0.039333983,0.003379825,0.010528375,0.008372533
