Date,Open,High,Low,Close,Adj Close,Volume,Range
1995-01-03,459.2099914550781,459.2699890136719,457.2000122070313,459.1099853515625,459.1099853515625,262450000,0.45275082051030924
1995-01-04,459.1300048828125,460.7200012207031,457.55999755859375,460.7099914550781,460.7099914550781,319510000,0.690620613464951
1995-01-05,460.7300109863281,461.2999877929688,459.75,460.3399963378906,460.3399963378906,309050000,0.3371370947186094
1995-01-06,460.3800048828125,462.489990234375,459.4700012207031,460.6799926757813,460.6799926757813,308070000,0.6572766460592593
1995-01-09,460.6700134277344,461.7699890136719,459.739990234375,460.8299865722656,460.8299865722656,278790000,0.4415536656408731
1995-01-10,460.8999938964844,464.5899963378906,460.8999938964844,461.6799926757813,461.6799926757813,352450000,0.800608047357667
1995-01-11,461.6799926757813,463.6099853515625,458.6499938964844,461.6600036621094,461.6600036621094,346310000,1.0814327964861103
1995-01-12,461.6400146484375,461.9299926757813,460.6300048828125,461.6400146484375,461.6400146484375,313040000,0.28221952091452074
1995-01-13,461.6400146484375,466.4299926757813,461.6400146484375,465.9700012207031,465.9700012207031,336740000,1.0376002676006368
1995-01-16,465.9700012207031,470.3900146484375,465.9700012207031,469.3800048828125,469.3800048828125,315810000,0.9485617992907809
1995-01-17,469.3800048828125,470.1499938964844,468.1900024414063,470.0499877929688,470.0499877929688,331520000,0.4186316334944294
1995-01-18,470.0499877929688,470.4299926757813,468.0299987792969,469.7099914550781,469.7099914550781,344660000,0.5127863390688697
1995-01-19,469.7200012207031,469.7200012207031,466.3999938964844,466.9500122070313,466.9500122070313,297220000,0.7118369141650573
1995-01-20,466.9500122070313,466.989990234375,463.989990234375,464.7799987792969,464.7799987792969,378190000,0.6465656723509513
1995-01-23,464.7799987792969,466.2300109863281,461.1400146484375,465.8200073242188,465.8200073242188,325830000,1.10378543960691
1995-01-24,465.80999755859375,466.8800048828125,465.4700012207031,465.8599853515625,465.8599853515625,315430000,0.302920415582447
1995-01-25,465.8599853515625,469.510009765625,464.3999938964844,467.4400024414063,467.4400024414063,342610000,1.1003479621663512
1995-01-26,467.4400024414063,468.6199951171875,466.8999938964844,468.3200073242188,468.3200073242188,304730000,0.3683875012181867
1995-01-27,468.3200073242188,471.3599853515625,468.3200073242188,470.3900146484375,470.3900146484375,339510000,0.6491240988641152
1995-01-30,470.3900146484375,470.5199890136719,467.489990234375,468.510009765625,468.510009765625,318550000,0.648141958671199
1995-01-31,468.510009765625,471.0299987792969,468.1799926757813,470.4200134277344,470.4200134277344,411590000,0.6087415413091396
1995-02-01,470.4200134277344,472.75,469.2900085449219,470.3999938964844,470.3999938964844,395310000,0.7372821479421982
1995-02-02,470.3999938964844,472.7900085449219,469.9500122070313,472.7900085449219,472.7900085449219,322110000,0.6043188135165829
1995-02-03,472.7799987792969,479.9100036621094,472.7799987792969,478.6499938964844,478.6499938964844,441000000,1.5081020561829919
1995-02-06,478.6400146484375,481.9500122070313,478.3599853515625,481.1400146484375,481.1400146484375,325660000,0.750486446484519
1995-02-07,481.1400146484375,481.3200073242188,479.6900024414063,480.80999755859375,480.80999755859375,314660000,0.3398038054819797
1995-02-08,480.80999755859375,482.6000061035156,480.3999938964844,481.1900024414063,481.1900024414063,318430000,0.45795425374324716
1995-02-09,481.1900024414063,482.0,479.9100036621094,480.1900024414063,480.1900024414063,325570000,0.4354975561964177
1995-02-10,480.1900024414063,481.9599914550781,479.5299987792969,481.4599914550781,481.4599914550781,295600000,0.5067446628922274
1995-02-13,481.4599914550781,482.8599853515625,481.0700073242188,481.6499938964844,481.6499938964844,256270000,0.37208264911375594
1995-02-14,481.6499938964844,482.9400024414063,480.8900146484375,482.5499877929688,482.5499877929688,300720000,0.42629036380958835
1995-02-15,482.5499877929688,485.5400085449219,481.7699890136719,484.5400085449219,484.5400085449219,378040000,0.7825351552030803
1995-02-16,484.55999755859375,485.2200012207031,483.0499877929688,485.2200012207031,485.2200012207031,360990000,0.449231649430114
1995-02-17,485.1499938964844,485.2200012207031,481.9700012207031,481.9700012207031,481.9700012207031,347970000,0.6743158270781595
1995-02-21,481.9500122070313,483.260009765625,481.9400024414063,482.7200012207031,482.7200012207031,308090000,0.2738945340772326
1995-02-22,482.739990234375,486.1499938964844,482.4500122070313,485.0700073242188,485.0700073242188,339460000,0.7669150369645579
1995-02-23,485.0700073242188,489.1900024414063,485.0700073242188,486.9100036621094,486.9100036621094,394280000,0.8493609283151807
1995-02-24,486.8200073242188,488.2799987792969,485.7000122070313,488.1099853515625,488.1099853515625,302930000,0.5311893159199346
1995-02-27,488.260009765625,488.260009765625,483.1799926757813,483.80999755859375,483.80999755859375,285790000,1.0513715730883826
1995-02-28,483.80999755859375,487.4400024414063,483.7699890136719,487.3900146484375,487.3900146484375,317220000,0.7586277592822553
1995-03-01,487.3900146484375,487.8299865722656,484.9200134277344,485.6499938964844,485.6499938964844,362600000,0.6000934306591392
1995-03-02,485.6499938964844,485.7099914550781,483.1900024414063,485.1300048828125,485.1300048828125,330030000,0.5215316958006396
1995-03-03,485.1300048828125,485.4200134277344,483.0700073242188,485.4200134277344,485.4200134277344,330840000,0.4864731959933771
1995-03-06,485.4200134277344,485.7000122070313,481.5199890136719,485.6300048828125,485.6300048828125,298870000,0.8680892359051677
1995-03-07,485.6300048828125,485.6300048828125,479.7000122070313,482.1199951171875,482.1199951171875,355550000,1.2361877266790433
1995-03-08,482.1199951171875,484.0799865722656,481.5700073242188,483.1400146484375,483.1400146484375,349780000,0.5212075523542655
1995-03-09,483.1400146484375,483.739990234375,482.0499877929688,483.1600036621094,483.1600036621094,319320000,0.3505865541338872
1995-03-10,483.1600036621094,490.3699951171875,483.1600036621094,489.5700073242188,489.5700073242188,382940000,1.492257513128161
1995-03-13,489.5700073242188,491.2799987792969,489.3500061035156,490.0499877929688,490.0499877929688,275280000,0.39439923402657223
1995-03-14,490.0499877929688,493.6900024414063,490.0499877929688,492.8900146484375,492.8900146484375,346160000,0.7427843565165633
1995-03-15,492.8900146484375,492.8900146484375,490.8299865722656,491.8800048828125,491.8800048828125,309540000,0.41970297914318117
1995-03-16,491.8699951171875,495.739990234375,491.7799987792969,495.4100036621094,495.4100036621094,336670000,0.8052363790531682
1995-03-17,495.4299926757813,496.6700134277344,494.9500122070313,495.5199890136719,495.5199890136719,417380000,0.34751008754064105
1995-03-20,495.5199890136719,496.6099853515625,495.2699890136719,496.1400146484375,496.1400146484375,301740000,0.27055875938681895
1995-03-21,496.1499938964844,499.1900024414063,494.0400085449219,495.0700073242188,495.0700073242188,367110000,1.0424244610578244
1995-03-22,495.0700073242188,495.6700134277344,493.6700134277344,495.6700134277344,495.6700134277344,313120000,0.4051289212632659
1995-03-23,495.6700134277344,496.7699890136719,494.1900024414063,495.9500122070313,495.9500122070313,318530000,0.5220636920050734
1995-03-24,496.0700073242188,500.9700012207031,496.0700073242188,500.9700012207031,500.9700012207031,358370000,0.9877625786962375
1995-03-27,500.9700012207031,503.2000122070313,500.9299926757813,503.2000122070313,503.2000122070313,296270000,0.4531610333660402
1995-03-28,503.1900024414063,503.9100036621094,501.8299865722656,503.8999938964844,503.8999938964844,320360000,0.4144864088436092
1995-03-29,503.9200134277344,508.1499938964844,500.9599914550781,503.1199951171875,503.1199951171875,385940000,1.4352448427113542
1995-03-30,503.1700134277344,504.6600036621094,501.0,502.2200012207031,502.2200012207031,362940000,0.7305396531156437
1995-03-31,501.9400024414063,502.2200012207031,495.7000122070313,500.7099914550781,500.7099914550781,353060000,1.3153094317352398
1995-04-03,500.7000122070313,501.9100036621094,500.2000122070313,501.8500061035156,501.8500061035156,296430000,0.34186153805416297
1995-04-04,501.8500061035156,505.260009765625,501.8500061035156,505.239990234375,505.239990234375,330580000,0.6794866236199667
1995-04-05,505.2699890136719,505.5700073242188,503.1700134277344,505.5700073242188,505.5700073242188,315170000,0.4769747465940994
1995-04-06,505.6300048828125,507.1000061035156,505.0,506.0799865722656,506.0799865722656,320460000,0.4158427927753713
1995-04-07,506.1300048828125,507.1900024414063,503.5899963378906,506.4200134277344,506.4200134277344,314760000,0.7148684703220769
1995-04-10,506.2999877929688,507.010009765625,504.6099853515625,507.010009765625,507.010009765625,260980000,0.47561968326694914
1995-04-11,507.239990234375,508.8500061035156,505.2900085449219,505.5299987792969,505.5299987792969,310660000,0.7045454092483316
1995-04-12,505.5899963378906,507.1700134277344,505.0700073242188,507.1700134277344,507.1700134277344,327880000,0.4157851531594737
1995-04-13,507.1900024414063,509.8299865722656,507.1700134277344,509.2300109863281,509.2300109863281,301580000,0.5244736625009996
1995-04-17,509.2300109863281,512.030029296875,505.4299926757813,506.1300048828125,506.1300048828125,333930000,1.3058260722029262
1995-04-18,506.4299926757813,507.6499938964844,504.1199951171875,505.3699951171875,505.3699951171875,344680000,0.7002298685804543
1995-04-19,505.3699951171875,505.8900146484375,501.1900024414063,504.9200134277344,504.9200134277344,378050000,0.9377705429350953
1995-04-20,504.9200134277344,506.5,503.4400024414063,505.2900085449219,505.2900085449219,368450000,0.6078177228178915
1995-04-21,505.6300048828125,508.489990234375,505.6300048828125,508.489990234375,508.489990234375,403250000,0.5656280924676029
1995-04-24,508.489990234375,513.02001953125,507.4400024414063,512.8900146484375,512.8900146484375,326280000,1.099640758118594
1995-04-25,512.7999877929688,513.5399780273438,511.3200073242188,512.0999755859375,512.0999755859375,351790000,0.4341646466646668
1995-04-26,511.989990234375,513.0399780273438,510.4700012207031,512.6599731445312,512.6599731445312,350810000,0.5034530531657018
1995-04-27,512.7000122070312,513.6199951171875,511.6300048828125,513.5499877929688,513.5499877929688,350850000,0.38895104184337315
1995-04-28,513.6400146484375,515.2899780273438,510.8999938964844,514.7100219726562,514.7100219726562,320440000,0.8592648626550675
1995-05-01,514.760009765625,515.5999755859375,513.4199829101562,514.260009765625,514.260009765625,296830000,0.4246022259251893
1995-05-02,514.22998046875,515.1799926757812,513.030029296875,514.8599853515625,514.8599853515625,302560000,0.419071644178967
1995-05-03,514.9299926757812,520.5399780273438,514.8599853515625,520.47998046875,520.47998046875,392370000,1.1032111326155545
1995-05-04,520.47998046875,525.4000244140625,519.4400024414062,520.5399780273438,520.5399780273438,434990000,1.147393721054156
1995-05-05,520.75,522.3499755859375,518.280029296875,520.1199951171875,520.1199951171875,342380000,0.7852793970441029
1995-05-08,520.0900268554688,525.1500244140625,519.1400146484375,523.9600219726562,523.9600219726562,291810000,1.1576857102211604
1995-05-09,523.9600219726562,525.989990234375,521.7899780273438,523.5599975585938,523.5599975585938,361300000,0.8049238935001457
1995-05-10,523.739990234375,524.4000244140625,521.530029296875,524.3599853515625,524.3599853515625,381990000,0.5503029463244556
1995-05-11,524.3300170898438,524.8900146484375,522.7000122070312,524.3699951171875,524.3699951171875,339900000,0.4189788387720245
1995-05-12,524.3699951171875,527.0499877929688,523.2999877929688,525.5499877929688,525.5499877929688,361000000,0.716606169974458
1995-05-15,525.5499877929688,527.739990234375,525.0,527.739990234375,527.739990234375,316240000,0.5219029017857143
1995-05-16,527.739990234375,529.0800170898438,526.4500122070312,528.1900024414062,528.1900024414062,366180000,0.4995735248987375
1995-05-17,528.1900024414062,528.4199829101562,525.3800048828125,527.0700073242188,527.0700073242188,347930000,0.5786246143916013
1995-05-18,526.8800048828125,526.8800048828125,519.5800170898438,519.5800170898438,519.5800170898438,351900000,1.4049785505331442
1995-05-19,519.5800170898438,519.5800170898438,517.0700073242188,519.1900024414062,519.1900024414062,354010000,0.485429386750554
1995-05-22,519.1900024414062,524.3400268554688,519.1900024414062,523.6500244140625,523.6500244140625,285600000,0.9919344343776557
1995-05-23,523.6500244140625,528.5900268554688,523.6500244140625,528.5900268554688,528.5900268554688,362690000,0.943378632882498
1995-05-24,528.5900268554688,531.9099731445312,525.5700073242188,528.6099853515625,528.6099853515625,391770000,1.206302820168625
1995-05-25,528.3699951171875,529.0399780273438,524.8900146484375,528.5900268554688,528.5900268554688,341820000,0.7906348497953092
1995-05-26,528.5900268554688,528.5900268554688,522.510009765625,523.6500244140625,523.6500244140625,291220000,1.1636173424832528
1995-05-30,523.6500244140625,525.5800170898438,521.3800048828125,523.5800170898438,523.5800170898438,283020000,0.8055568237556908
1995-05-31,523.7000122070312,533.4099731445312,522.1699829101562,533.4000244140625,533.4000244140625,358180000,2.152553881349579
1995-06-01,533.4000244140625,534.2100219726562,530.0499877929688,533.489990234375,533.489990234375,345920000,0.7848380861226169
1995-06-02,533.489990234375,536.9099731445312,529.5499877929688,532.510009765625,532.510009765625,366000000,1.3898565803460914
1995-06-05,532.510009765625,537.72998046875,532.469970703125,535.5999755859375,535.5999755859375,337520000,0.9878509690751524
